user_id,email_address,gender,date_of_birth,age,phone_number,address_id,city,state_province,postal_code,country,account_status,is_active,account_created_at,last_login_date,last_purchase_date,total_purchases,lifetime_value,loyalty_points
20,ahmedjackson@hotmail.com,Male,1953-04-15,72,+16479825331,33.0,Chester,NU,V6N 9Y6,CA,Closed,False,2024-09-09T02:17:49Z,2025-04-09T13:17:39Z,2025-07-06,1,96.49,116
21,martin.lin@icloud.com,Male,1971-05-31,54,+12127179625,35.0,Bristol,VA,80912,US,Inactive,False,2021-12-27T22:25:41Z,2022-06-10T09:20:24Z,,0,0.0,0
22,elizabeth.khan85@gmail.com,Other,1998-05-12,27,+12018962859,38.0,Madison,OR,48696,US,Closed,False,2025-10-15T13:44:16Z,2025-11-13T22:56:40Z,,0,0.0,48
23,barbara.nguyen@aol.com,Male,1952-11-23,73,+17189094618,40.0,San Francisco,CA,39571,US,Active,True,2023-10-27T17:56:23Z,2025-03-29T10:54:40Z,2024-08-24,17,6915.8,9146
24,adams.sofia@outlook.com,Other,1998-01-16,27,+19175515890,41.0,Georgetown,NJ,97881,US,Active,True,2024-03-28T14:58:44Z,2025-07-24T11:24:51Z,2024-07-24,31,1104.8,959
25,charles.taylor@zoho.com,Female,2000-05-06,25,+18056226505,44.0,Winston-Salem,NC,24293,US,Inactive,False,2024-09-18T00:08:00Z,2025-03-20T07:45:20Z,2025-06-14,9,335.47,524
26,ejackson@aol.com,Male,1993-07-22,32,+15035471319,45.0,Salem,IN,69186,US,Active,True,2021-02-24T22:20:24Z,2025-02-23T14:38:53Z,2025-12-06,56,3027.54,3809
27,melissa458@zoho.com,Female,1991-06-07,34,+14039107456,46.0,Madison,PE,P2X 4G7,CA,Active,True,2018-09-12T21:07:26Z,2025-06-27T18:55:53Z,,0,0.0,0
28,paulbrown@yandex.com,Male,1971-07-12,54,+19722712671,47.0,Tacoma,WA,84395,US,Inactive,False,2018-12-08T00:11:55Z,2020-07-16T18:54:20Z,2023-02-25,8,372.6,407
29,ivanov.mei@gmail.com,Female,1976-07-01,49,+17132604613,48.0,Winston-Salem,NC,97562,US,Active,True,2021-09-20T01:00:13Z,2025-07-23T07:49:21Z,2025-11-27,38,3344.91,3956
30,aisha.zhang14@hotmail.com,Female,1980-03-21,45,+13123981966,49.0,Naperville,IL,56019,US,Closed,False,2024-06-21T03:15:27Z,2025-04-18T15:48:32Z,2024-09-15,10,2206.01,1882
31,jacob_khan@fastmail.com,Female,1946-01-29,79,+19497468008,50.0,Springfield,OK,68947,US,Inactive,False,2018-12-12T16:04:19Z,2024-02-16T06:06:22Z,2019-12-16,74,3670.47,4516
32,aallen@zoho.com,Female,1995-02-10,30,+18582783940,52.0,Grand Rapids,MI,97833,US,Inactive,False,2024-10-16T04:21:05Z,2025-08-11T01:31:03Z,2025-08-16,21,4889.85,6624
33,jones.maria@hotmail.com,Female,1952-10-18,73,+12125446531,,,,,,Pending,False,2021-09-12T12:09:10Z,,,0,0.0,0
34,jeffreytorres@yandex.com,Female,1988-12-12,37,+18585511981,53.0,Salem,ME,75916,US,Inactive,False,2017-09-06T09:51:50Z,2022-12-10T16:15:33Z,,0,0.0,0
35,lschmidt@outlook.com,Male,1960-12-16,65,+13122321310,54.0,Georgetown,TN,29142,US,Active,True,2024-02-28T14:56:22Z,2025-12-12T03:59:47Z,2024-10-14,16,1729.99,1418
36,james.rivera@protonmail.com,Male,2000-12-27,24,+17185131487,56.0,Springfield,NM,93318,US,Active,True,2015-12-17T16:23:04Z,2025-03-31T09:55:54Z,,0,0.0,0
37,betty.garcia57@outlook.com,Male,1989-10-04,36,+17188235316,58.0,Georgetown,DE,67272,US,Active,True,2020-04-23T08:02:48Z,2025-01-27T14:21:10Z,,0,0.0,83
38,dorothy794@fastmail.com,Male,1955-12-28,69,+13129119154,59.0,Franklin,WV,14081,US,Active,True,2022-09-26T14:22:28Z,2025-12-04T14:18:26Z,2023-01-21,28,3858.03,3289
39,ana.moore@outlook.com,Female,1966-01-16,59,+16177821531,60.0,Clinton,NH,90199,US,Active,True,2017-10-19T03:01:47Z,2025-09-20T18:35:11Z,,0,0.0,99
40,brian.taylor17@yandex.com,Female,1993-10-09,32,+19174302262,63.0,Aurora,CO,35729,US,Inactive,False,2017-01-15T04:27:32Z,2017-08-29T08:00:41Z,2020-12-02,42,5819.16,8514
41,shill@hotmail.com,Female,1980-06-23,45,+14035913055,65.0,Salem,NS,G6X 9E5,CA,Inactive,False,2019-08-30T15:29:13Z,2023-06-24T10:38:33Z,,0,0.0,0
42,priya_liu@zoho.com,Female,1949-02-12,76,+17132379520,66.0,Georgetown,KY,62855,US,Active,True,2025-08-07T12:32:29Z,2025-10-24T19:09:51Z,2025-12-05,3,666.79,721
43,ccampbell@yandex.com,Female,1977-01-18,48,+17026255666,67.0,Madison,SC,87820,US,Active,True,2020-08-10T01:02:02Z,2025-10-15T23:23:53Z,2021-05-23,59,4731.95,4871
44,linrobinson@zoho.com,Female,1988-01-27,37,+12127920471,68.0,Fairview,WY,71814,US,Active,True,2022-01-20T23:39:49Z,2025-06-14T04:32:32Z,2024-05-26,15,1141.82,1034
45,kathleen.harris@protonmail.com,Prefer not to say,1961-03-19,64,+16172352879,69.0,Georgetown,MT,29198,US,Active,True,2025-07-23T09:49:18Z,2025-11-02T08:34:49Z,2025-10-01,3,766.87,767
46,robert_thompson@fastmail.com,Male,1944-04-19,81,+18189459653,72.0,Chester,TN,78723,US,Blocked,False,2024-05-18T12:50:31Z,2024-11-25T12:46:30Z,2024-09-04,2,37.69,54
47,matthewthompson@gmail.com,Female,1979-05-30,46,+15127483493,73.0,Bellevue,WA,11498,US,Active,True,2020-10-11T10:05:25Z,2025-01-16T13:16:33Z,2023-04-13,32,514.57,683
48,ashleyhernandez@zoho.com,Female,1948-01-18,77,+18058783800,75.0,New York,NY,76895,US,Active,True,2025-04-15T18:07:03Z,2025-05-27T12:04:35Z,2025-08-26,9,526.29,583
49,brodriguez@zoho.com,Female,1947-03-26,78,+17132995167,76.0,Chester,UT,27431,US,Active,True,2025-06-21T15:02:18Z,2025-09-11T20:51:26Z,2025-10-13,7,1213.95,1710
50,brian.martin@hotmail.com,Male,2009-09-18,16,+19727637342,77.0,Springfield,RI,68515,US,Closed,False,2023-05-04T01:51:42Z,2024-07-06T21:41:41Z,,0,0.0,26
51,amy.miller@fastmail.com,Prefer not to say,1975-03-27,50,+17803705712,79.0,Hamilton,ON,S9X 3R3,CA,Closed,False,2023-10-24T16:20:44Z,2024-12-24T05:30:03Z,2024-08-26,35,7350.78,10530
52,adams.donald@aol.com,Female,1999-03-29,26,+15126641513,81.0,Franklin,IA,12125,US,Active,True,2019-01-11T09:16:23Z,2025-04-07T00:45:29Z,2021-04-22,93,19287.87,20435
53,chen.ivanov@yandex.com,Female,1956-03-23,69,+14156242395,82.0,Franklin,VA,11198,US,Inactive,False,2016-07-27T23:34:31Z,2018-08-20T17:15:34Z,2025-02-20,20,7302.2,6196
54,melissachen@hotmail.com,Female,1961-04-20,64,+13059506052,84.0,Reno,NV,84167,US,Active,True,2018-05-13T21:52:54Z,2025-11-14T18:47:35Z,2023-09-13,24,3351.76,2900
55,livanov@protonmail.com,Male,1979-10-13,46,+13052767729,87.0,Georgetown,MO,57277,US,Active,True,2017-01-30T21:37:42Z,2025-06-14T00:27:21Z,2018-10-23,64,12174.16,12977
56,lisa.moore43@aol.com,Male,1946-09-19,79,+17188745082,89.0,Georgetown,MT,91289,US,Active,True,2016-11-15T13:17:26Z,2025-07-25T05:07:30Z,2023-10-15,64,16374.74,15496
57,cynthia818@zoho.com,Male,1947-03-31,78,+19172308408,91.0,Akron,OH,64827,US,Active,True,2024-03-08T13:43:31Z,2025-10-15T10:02:46Z,2024-05-22,10,2987.64,3329
58,wei.martin@outlook.com,Male,1967-07-18,58,+12019123438,93.0,Springfield,MD,25084,US,Active,True,2019-08-31T02:07:53Z,2025-10-13T13:27:14Z,2020-10-03,27,4652.6,5149
59,mei_anderson@outlook.com,Male,1956-07-08,69,+13126285109,96.0,Franklin,DE,58929,US,Blocked,False,2024-02-16T21:45:51Z,2024-12-17T17:22:56Z,,0,0.0,0
60,gary655@gmail.com,Female,1948-06-15,77,+19178906196,98.0,Riverside,OR,45112,US,Active,True,2021-05-04T00:50:48Z,2025-09-03T09:53:05Z,2025-07-02,37,2572.35,3448
61,davis.anthony@aol.com,Female,1989-05-17,36,+15146843796,100.0,Franklin,MB,K3N 4R7,CA,Active,True,2016-11-20T10:45:18Z,2025-07-30T05:03:12Z,2021-07-02,25,1737.23,2507
62,barbarazhang@outlook.com,Female,1946-09-21,79,+16475829551,101.0,Springfield,YT,B2T 1E2,CA,Inactive,False,2023-12-04T17:25:13Z,2025-02-15T23:56:30Z,2025-07-05,19,2548.66,3559
63,charlesrodriguez@zoho.com,Female,1955-10-06,70,+15034323373,104.0,Reno,NV,28327,US,Active,True,2019-12-08T11:46:13Z,2025-02-07T10:56:11Z,2021-01-22,88,11925.01,11081
64,daniel308@outlook.com,Prefer not to say,1993-09-25,32,+16172662880,106.0,Savannah,GA,20957,US,Inactive,False,2015-10-04T00:16:13Z,2016-03-15T02:06:38Z,2020-07-03,161,47397.62,61477
65,mitchell.lisa@yahoo.com,Male,1951-08-19,74,+13059501667,108.0,Franklin,MS,43438,US,Inactive,False,2023-08-26T00:21:51Z,2024-11-07T08:54:55Z,2025-01-30,37,8314.01,8747
66,lin.patel73@yandex.com,Male,2005-08-29,20,+14034446076,109.0,Madison,YT,N2Y 8A5,CA,Active,True,2022-03-28T08:52:04Z,2025-03-07T19:59:36Z,2022-06-30,7,621.53,1150
67,olga.johnson@aol.com,Prefer not to say,1974-10-18,51,+19052627723,110.0,Hamilton,ON,P8C 2X2,CA,Active,True,2024-07-09T23:46:19Z,2025-11-02T06:19:34Z,2025-04-21,2,535.36,463
68,jessica.lopez@outlook.com,Male,2004-04-05,21,+19174095915,112.0,Bristol,MT,82869,US,Inactive,False,2025-01-24T19:02:13Z,2025-07-10T23:07:58Z,2025-06-26,12,1293.1,1269
69,elizabeth_williams@yandex.com,Prefer not to say,1980-10-27,45,+18059410695,113.0,Madison,ID,46681,US,Active,True,2024-01-28T04:05:57Z,2025-07-08T07:08:26Z,2024-02-27,28,7615.38,8132
70,patricia157@hotmail.com,Female,2010-11-20,15,+19178847496,115.0,Dallas,TX,44934,US,Active,True,2024-08-30T01:51:30Z,2025-03-28T13:41:07Z,,0,0.0,0
71,linda_robinson@protonmail.com,Female,1941-02-06,84,+13128495857,117.0,Franklin,AK,86888,US,Active,True,2018-09-20T19:12:51Z,2025-10-20T05:58:02Z,,0,0.0,0
72,donald.hall@fastmail.com,Prefer not to say,1948-12-31,76,+17184946340,120.0,Salem,HI,74629,US,Active,True,2024-03-19T22:42:40Z,2025-07-07T12:42:56Z,2024-03-20,5,776.07,647
73,harris.anthony@icloud.com,Male,2006-07-12,19,+13052215886,122.0,Bristol,RI,36171,US,Active,True,2025-07-29T08:42:18Z,2025-10-09T15:48:21Z,2025-10-29,5,1173.78,1363
74,ana.jackson42@zoho.com,Male,1956-01-14,69,+19056630966,125.0,Quebec City,QC,L6C 2R8,CA,Inactive,False,2025-11-25T06:51:12Z,2025-11-29T08:18:17Z,,0,0.0,0
75,ahall@protonmail.com,Female,1984-08-08,41,+14033127307,126.0,Springfield,NS,N5M 5V1,CA,Active,True,2021-06-01T19:30:02Z,2025-09-28T03:55:11Z,2023-04-10,52,1795.83,2547
76,weichen@icloud.com,Male,1992-01-22,33,+12129701002,127.0,Springfield,KS,69827,US,Pending,False,2015-04-29T05:12:56Z,,,0,0.0,0
77,kimberly.lopez78@icloud.com,Male,1992-05-18,33,+15034117204,128.0,Fairview,ID,11109,US,Active,True,2023-09-30T06:54:14Z,2025-01-27T14:37:27Z,2025-11-23,27,6151.94,7859
78,torres.chen@outlook.com,Male,1971-03-18,54,+19725389823,129.0,Clinton,ND,17441,US,Active,True,2018-02-06T20:20:55Z,2025-08-06T05:02:40Z,,0,0.0,0
79,thomas155@outlook.com,Female,1957-06-18,68,+17784502789,131.0,Springfield,NU,C8J 9E6,CA,Active,True,2025-08-14T21:57:21Z,2025-12-03T05:19:35Z,2025-11-17,3,576.1,565
80,emily_clark@yandex.com,Female,1955-04-03,70,+17803081549,132.0,Chester,YT,J1A 4K5,CA,Active,True,2020-06-28T02:08:39Z,2025-05-16T22:36:04Z,2021-08-10,62,6425.3,8426
81,matthew769@gmail.com,Other,1942-10-03,83,+12127553006,133.0,Springfield,SC,87846,US,Closed,False,2017-07-24T07:46:08Z,2019-12-07T06:47:45Z,2017-12-24,32,4808.18,5109
82,rwright@protonmail.com,Female,1950-06-14,75,+18189636624,134.0,Springfield,HI,81845,US,Inactive,False,2020-09-26T23:39:07Z,2022-04-28T03:29:13Z,2023-09-02,78,5480.85,8118
83,steven.robinson83@protonmail.com,Female,1982-09-10,43,+13127564625,135.0,Springfield,WI,11267,US,Closed,False,2015-07-25T03:52:11Z,2016-01-02T13:16:02Z,,0,0.0,0
84,jennifer.rodriguez@outlook.com,Male,2001-11-10,24,+19179483157,138.0,Salem,UT,29484,US,Active,True,2020-11-19T23:36:46Z,2025-03-11T07:19:41Z,2023-04-24,67,17619.79,22257
85,edward.jones@hotmail.com,Female,1995-03-31,30,+17138005517,140.0,Bristol,RI,96136,US,Active,True,2025-10-20T19:40:19Z,2025-10-21T12:54:00Z,2025-11-17,3,300.47,417
86,jessica_kim@aol.com,Male,1971-05-11,54,+12016449018,141.0,Raleigh,NC,75382,US,Blocked,False,2016-03-17T13:02:59Z,2023-04-24T10:40:06Z,,0,0.0,0
87,schmidt.elena@aol.com,Male,1969-03-15,56,+16476888933,143.0,Franklin,MB,X9N 2P8,CA,Inactive,False,2022-12-25T23:59:35Z,2024-03-15T06:13:14Z,,0,0.0,0
88,markroberts@protonmail.com,Male,2003-06-29,22,+19729288441,145.0,Madison,AL,36619,US,Inactive,False,2019-09-16T22:42:03Z,2023-12-27T11:08:53Z,,0,0.0,0
89,joshua.ivanov@yahoo.com,Female,1969-07-22,56,+18186708816,147.0,Fairview,WI,79533,US,Active,True,2020-11-22T07:11:33Z,2025-11-20T23:21:59Z,2022-02-01,52,1983.28,2507
90,ramirez.viktor@aol.com,Female,1959-06-26,66,+15125419471,149.0,San Jose,CA,39837,US,Active,True,2021-01-11T22:56:47Z,2025-05-17T19:48:51Z,2021-03-29,20,518.89,852
91,wei.wilson@gmail.com,Male,1948-10-19,77,+19179338076,150.0,Tacoma,WA,11461,US,Inactive,False,2018-02-27T14:24:25Z,2025-07-26T14:54:35Z,2024-04-11,35,10933.23,11004
92,steven.harris63@yandex.com,Male,1945-12-02,80,+14154665781,151.0,Fairview,ME,19149,US,Inactive,False,2024-07-19T17:29:41Z,2024-10-02T03:11:45Z,2025-06-22,7,1792.62,1882
93,emily.moore12@zoho.com,Female,1997-04-04,28,+17786281646,153.0,Franklin,NU,P7K 5G7,CA,Active,True,2015-11-10T23:04:57Z,2025-12-16T15:44:58Z,2016-04-08,149,23670.47,28075
94,agarcia@aol.com,Male,1964-10-03,61,+19496566339,154.0,Madison,ND,44513,US,Active,True,2019-02-22T07:02:42Z,2025-09-11T00:01:32Z,2019-08-04,61,24175.94,35935
95,sarah_khan@outlook.com,Male,1966-03-26,59,+15032361920,155.0,Salem,HI,12942,US,Active,True,2017-05-16T04:11:10Z,2025-06-22T23:57:02Z,2018-08-23,59,8154.92,9272
96,andrew.hernandez@hotmail.com,Male,1984-04-02,41,+17185233488,156.0,Philadelphia,PA,40122,US,Active,True,2016-11-29T07:53:26Z,2025-02-20T12:44:03Z,2018-10-16,47,10585.65,13834
97,carter.kathleen@protonmail.com,Male,2009-05-12,16,+14165145978,158.0,Madison,NT,J1A 9E8,CA,Blocked,False,2025-07-31T03:27:08Z,2025-10-04T19:16:22Z,,0,0.0,76
98,sofia.yamamoto52@zoho.com,Male,1963-10-22,62,+14156264294,159.0,Franklin,NH,23143,US,Active,True,2018-06-10T18:22:49Z,2024-12-29T07:09:57Z,,0,0.0,0
99,betty843@zoho.com,Male,1987-04-26,38,+12136610317,161.0,Springfield,ND,18993,US,Inactive,False,2022-10-31T07:39:10Z,2023-01-12T18:54:51Z,2025-01-26,11,419.81,439
100,olgalewis@fastmail.com,Female,1978-01-15,47,+15123533307,164.0,Clinton,MN,85197,US,Active,True,2025-09-18T11:33:34Z,2025-12-24T10:26:50Z,2025-10-31,1,170.83,145
101,scott.priya@hotmail.com,Male,1945-11-24,80,+17027781517,166.0,Chester,DE,70302,US,Inactive,False,2020-11-23T13:30:34Z,2021-01-29T05:52:59Z,,0,0.0,0
102,rebecca_mitchell@protonmail.com,Male,1957-03-06,68,+18183128030,167.0,Franklin,AL,65249,US,Active,True,2021-05-29T04:36:43Z,2025-08-29T08:23:00Z,2022-03-23,72,10682.85,14528
103,priya.ivanov30@icloud.com,Female,1975-03-24,50,+14044882539,169.0,Riverside,MT,20369,US,Active,True,2021-11-18T09:29:40Z,2025-10-11T15:10:31Z,,0,0.0,0
104,patricia.kim46@fastmail.com,Female,1964-08-02,61,+12127566253,171.0,Franklin,ND,13744,US,Closed,False,2021-12-06T04:05:41Z,2024-02-12T13:19:56Z,,0,0.0,0
105,carlos.flores56@yandex.com,Other,1949-01-27,76,+12018424576,172.0,Bristol,WI,49270,US,Active,True,2019-12-15T09:23:26Z,2025-08-13T13:42:26Z,2023-03-03,105,22083.71,25392
106,viktorwalker@protonmail.com,Female,2003-04-18,22,+15127875990,173.0,Fairview,NJ,69345,US,Inactive,False,2023-12-18T08:18:41Z,2025-06-14T16:44:53Z,,0,0.0,37
107,amyramirez@gmail.com,Male,1985-10-02,40,+15035227918,174.0,Springfield,MO,25985,US,Active,True,2019-03-02T14:44:50Z,2025-12-09T00:50:43Z,2019-12-19,19,747.81,1340
108,ahmed446@gmail.com,Male,1973-05-17,52,+16047754120,175.0,Bristol,PE,G6C 4H7,CA,Active,True,2024-12-14T01:55:42Z,2025-09-04T05:11:22Z,2025-02-13,1,61.52,66
109,rivera.timothy@zoho.com,Female,1984-07-30,41,+16135809090,176.0,Riverside,MB,X3T 5L8,CA,Active,True,2022-12-04T14:35:18Z,2025-03-23T13:06:30Z,2024-06-19,35,5242.99,7378
110,ahmedmartin@yandex.com,Female,1969-12-06,56,+19494146968,177.0,Syracuse,NY,91785,US,Active,True,2016-03-28T03:33:42Z,2025-11-20T05:26:50Z,2017-05-06,9,737.74,606
111,carlos.roberts77@protonmail.com,Male,1992-03-06,33,+14046478681,179.0,Greensboro,NC,96184,US,Active,True,2022-01-05T05:35:47Z,2025-03-14T19:22:53Z,2024-05-28,46,12430.96,17718
112,kenneth.williams10@fastmail.com,Female,1965-10-18,60,+14158159469,181.0,Salem,OR,84588,US,Closed,False,2025-04-22T17:32:35Z,2025-09-16T11:41:41Z,2025-09-18,6,346.84,338
113,sharonpatel@aol.com,Other,1961-05-19,64,+19726825587,182.0,Salem,AR,68407,US,Active,True,2023-05-21T20:54:38Z,2025-12-20T17:44:18Z,2024-12-19,20,3399.96,3075
114,thomas.moore4@outlook.com,Female,1999-07-22,26,+19727497976,183.0,Naperville,IL,55157,US,Active,True,2021-05-29T06:35:39Z,2025-03-31T13:50:43Z,2021-11-28,56,8664.97,7614
115,yuki_garcia@fastmail.com,Male,2003-07-12,22,+17782738370,186.0,Clinton,NT,R9E 6V9,CA,Active,True,2023-06-13T08:03:29Z,2025-01-23T08:07:53Z,2025-11-14,43,14160.28,12397
116,ronaldmoore@aol.com,Male,2001-11-12,24,+16177775825,188.0,Clinton,UT,28102,US,Active,True,2021-11-13T20:43:14Z,2025-05-26T04:19:23Z,2024-11-27,40,11480.34,10243
117,matthew_lewis@yandex.com,Male,1965-04-01,60,+17188041483,191.0,Springfield,WY,89682,US,Inactive,False,2025-08-28T13:14:47Z,2025-11-21T20:03:00Z,2025-10-08,4,1214.58,1708
118,liu.charles@protonmail.com,Female,1985-12-15,40,+12132957684,193.0,Worcester,MA,26193,US,Active,True,2016-04-08T05:49:37Z,2025-01-02T22:58:02Z,2024-04-04,116,2632.82,3757
119,michael.patel@hotmail.com,Male,1981-01-27,44,+16472666096,194.0,Toronto,ON,V4J 8T6,CA,Inactive,False,2018-03-28T20:11:07Z,2019-09-18T02:11:46Z,,0,0.0,63
120,susanlopez@icloud.com,Female,2011-10-02,14,+18186131426,197.0,Bristol,OR,78118,US,Inactive,False,2025-09-24T09:27:38Z,2025-11-03T18:01:14Z,,0,0.0,0
121,carlos_nelson@aol.com,Female,2007-08-30,18,+19179066611,200.0,Georgetown,AK,59183,US,Blocked,False,2020-12-18T16:19:36Z,2025-01-11T13:40:11Z,2025-12-10,27,5059.36,6941
122,fhill@aol.com,Male,1959-03-04,66,+13123721234,201.0,Chester,CT,98698,US,Active,True,2025-03-30T02:28:32Z,2025-12-12T18:26:04Z,2025-12-23,6,2217.98,2256
123,jjohnson@outlook.com,Prefer not to say,1959-07-29,66,+17182451306,203.0,Springfield,UT,23884,US,Active,True,2021-01-31T11:35:20Z,2025-08-08T16:21:11Z,2022-12-25,32,2053.95,2434
124,kevinadams@zoho.com,Female,1951-03-03,74,+19495468202,205.0,Toledo,OH,62535,US,Active,True,2018-12-10T15:29:54Z,2025-09-29T01:19:16Z,2020-02-21,33,5764.61,5926
125,donaldthompson@yandex.com,Female,2004-11-27,21,+12122759445,206.0,Georgetown,MO,74788,US,Active,True,2024-05-02T15:07:37Z,2025-02-23T05:28:12Z,2024-07-12,15,1413.97,1723
126,kim.mei@aol.com,Female,1975-04-10,50,+12013207925,209.0,Riverside,AL,94985,US,Inactive,False,2019-11-18T17:13:42Z,2021-10-29T08:21:54Z,2021-08-10,108,42220.8,42302
127,diego.lopez43@icloud.com,Male,2001-01-12,24,+19498155682,212.0,Chester,NJ,71503,US,Active,True,2015-11-16T21:40:34Z,2025-03-04T07:19:37Z,,0,0.0,0
128,donna.brown@protonmail.com,Male,1947-12-08,78,+14048705618,213.0,Clinton,VT,73559,US,Active,True,2024-07-19T08:16:08Z,2025-02-12T16:34:02Z,2024-12-20,24,1011.48,1275
129,sharon.wright88@hotmail.com,Male,1963-12-13,62,+18582871637,216.0,Salem,AL,22805,US,Active,True,2022-05-04T18:25:29Z,2025-01-14T17:41:15Z,2023-05-07,25,5233.92,5338
130,dorothy.allen@yandex.com,Male,1946-08-21,79,+15122866435,218.0,Riverside,SC,67878,US,Active,True,2019-04-17T12:21:03Z,2025-08-14T20:32:31Z,2024-10-22,119,9154.35,8018
131,thomas.kathleen@protonmail.com,Female,1970-12-15,55,+17189520057,220.0,Clinton,MO,49173,US,Closed,False,2022-08-24T09:25:03Z,2024-06-02T05:30:26Z,2024-10-16,22,900.62,903
132,mpetrov@yandex.com,Female,1942-07-06,83,+13126101146,221.0,Riverside,IA,14833,US,Blocked,False,2015-06-01T10:03:21Z,2024-04-01T09:05:46Z,2023-01-07,168,39075.54,55062
133,susan.anderson9@outlook.com,Female,1946-09-13,79,+14044814409,222.0,Springfield,IN,87736,US,Inactive,False,2024-01-09T06:27:21Z,2025-12-03T18:47:28Z,,0,0.0,0
134,paul.ali13@zoho.com,Male,2003-02-03,22,+13056447631,224.0,Clinton,OK,35153,US,Closed,False,2016-07-03T19:11:45Z,2022-02-10T14:17:25Z,,0,0.0,0
135,donald.khan23@outlook.com,Female,2001-10-06,24,+19725816740,226.0,Henderson,NV,38333,US,Active,True,2025-01-27T10:14:49Z,2025-10-29T20:28:55Z,2025-05-19,14,3969.4,3379
136,carol_lewis@outlook.com,Female,1998-04-11,27,+17025642742,227.0,Henderson,NV,42483,US,Active,True,2025-09-07T19:57:10Z,2025-10-13T13:51:24Z,2025-11-21,5,1160.44,1312
