addr_id,customer_ref,address_category,street_line1,city_name,state_region,zip_postal,country_name,default_flag,record_created,latitude,longitude,street_line2,address_verified,last_modified
51066,CUST_01043,Billing,201 Kimberly Shores,Jackmouth,Tasmania,19440,Cocos (Keeling) Islands,False,2024-04-27 19:08:09.035000,-30.781164,-46.368999,Suite 526,True,
50059,CUST_01000,  Shipping  ,058 Lance Mission Apt. 054,New Brookefurt,Palencia,94142,United States of America,False,2024-10-31 14:32:30.274000,  -3.6908165  ,75.351388,,False,
  50228  ,CUST_01080,BOTH,9222 Kayla Center,Gütersloh,New South Wales,B94 7UU,Tadjikistan,false,2024-11-27 03:24:48.807000,,,Level 4 ,,
51160,,Both,,  Apolda  ,,M5H 2N2,,Maybe,2025-06-24 22:14:56,,999,Suite 166,False,
50530,CUST_01287,Shipping,Stephanie-Margraf-Ring 31,Castellón,Nordrhein-Westfalen,E3M6J3,Seychelles,  False  ,2025-04-06 00:59:40.594000,-47.602455,175.725696,,,2025-01-06 05:08:05.586000
50664,CUST_01197,Billing,Cuesta de Javier Rosa 201,grondin,Alicante,KA81 8TF,Saint Pierre and Miquelon,False,2024-02-16 14:39:01.069000,-80.171004,-173.71978,,False,2025-02-05 16:41:53.572000
51452,CUST_01479,Shipping,Wernerweg 557,Turnerland,South Australia,RM5 5JW,Bangladesch,False,2025-01-26 00:07:31.304000,4.413689,135.470982,9/,,2025-08-03 22:52:31.275000
50637,CUST_01223,Shipping,Heinz-Otto-Mosemann-Platz 1/1,Hünfeld,Thüringen,N9X5G4,Suriname,False,2024-07-22 22:59:26.564000,-1.911933,-18.633276,,True,
50379,CUST_01073,Billing,6201 Mccann Fall,New Debrashire,Burgos,30136,Gabon,False,2024-11-18 12:02:34.145000,85.23385,21.526114,,True,2025-05-19 22:23:55.443000
50563,CUST_01108,Billing,plaza florencia uría 6,South Audreyfurt,Jaén,25214,Christmas Island,False,2024-07-20 09:24:41.982000,44.132318,-80.911678,,True,
50370,CUST_01203,Billing,40901 Alexa Avenue,Cassandramouth,Rheinland-Pfalz,P1R 6R6,Brasil,True,2024-08-08 19:01:12.882000,17.859609,  -105.448478  ,Level 7 ,,
50212,CUST_01425,Both,Avenida Perlita Mateu 4 Puerta 1 ,New Paul,Queensland,80283,Sierra Leone,False,2024-07-09 07:20:53.643000,81.429404,12.180118,,True,2025-02-23 19:19:32.633000
50172,CUST_01392,Billing,555 Lloyd terrace,Saint Marguerite,Schleswig-Holstein,PO9H 5RE,Equatorial Guinea,False,2025-02-19 20:55:26.287538,,,Puerta 7,False,
50236,CUST_01303,Both,"85, boulevard de Ruiz",Burgos,North Dakota,30768,Albania,FALSE,2025-07-22 01:49:18.856000,69.527856,-133.251485,,True,2025-02-26 18:48:47.599000
50768,CUST_01364,Shipping,Rädelweg 9/1,West Leahchester,Tasmania,2397,Angola,False,2024-11-17 10:33:14.614000,,,,,
50088,CUST_01359,Shipping,52742 Jill Turnpike,East Cheryl,Las Palmas,41188,Paraguay,False,2024-01-23 00:01:35.158000,,,,,
51227,CUST_01493,Billing,52007 Ayers Island Apt. 420,JacquesBourg,Hessen,60809,Botswana,True,2023-11-06 11:20:12.873000,22.098059,-128.435169,Suite 856,,
50779,CUST_01018,Both,39209 Amber Isle Suite 107,North Stevenhaven,Badajoz,87119,Greenland,False,2024-04-12 11:08:10.644000,14.438865,-84.894605,Apt. 913,True,2025-04-28 18:25:55.831000
51126,CUST_01392!,  Billing  ,2616 Lynch Forge Suite 881,Sainte Éléonore,Australian Capital Territory,27656,Tadschikistan,False,2024-09-08 23:07:19.823000,,,Apt. 899,,
50982,  CUST_01417  ,Billing,16715 Brown Pine Suite 905,East Brittany,Schleswig-Holstein,33157,Kanada,False,2025-02-25 16:15:08.883000,,,Flat 44,True,  2024-11-26 08:21:33.790743  
50162,CUST_01210,  Shipping  ,  21/021 Pruitt Plateau  ,Marshtown,Western Australia,2619,kazakhstan,True,2023-10-26 06:54:29.797000,-5.647393,101.759468,Puerta 7,true,2025-06-07 20:43:08.329000
50229,CUST_01102,Billing,977 Ramos Roadway,Saint Emmanuelle,Hessen,24728,Azerbaijan,False,2024-05-21 23:22:45.469000,-81.294078,  130.361161  ,,False,2025-04-17 14:32:48.117000
50395,CUST_01439,Both,09 George way,Russellport,Queensland,V7B1X5,Ethiopia,False,2024-04-01 23:06:11.510000,22.2259385,-8.286733,,  True  ,
51251,CUST_01270,Both,"5, rue de Guillot",Port David,Pontevedra,2610,Albania,False,2024-06-01 19:09:21.255000,,,,,2024-10-16 05:59:00.149000
51167,CUST_01357,Shipping,0 Chandler Common,Málaga,Santa Cruz de Tenerife,95888,Syrian Arab Republic,True,2024-05-09 08:14:20.116302,,,0/,  False  ,2025-05-08 14:57:51.028000
50796,  CUST_01338  ,  Billing  ,983 Sherry Artery,Michaud-les-Bains,New South Wales,14305,Italy,True,2023-09-20 05:50:02.307000,,,apt. 841,False,
50166,CUST_01003,Billing,27261 Carr Field,Bützow,Alicante,77982,Albania,False,  2025-02-28 19:28:49.276824  ,26.181651,134.134289,Suite 373,,2025-08-12 21:06:15.630000
51114,  CUST_01294  ,Billing,Gustav-Scheibe-Ring 7/6,Maillard,Soria,54182,Solomon Islands,False,2024-10-09 17:25:02.789000,-78.013416,-49.225266,Apt. 040,False,
51276,CUST_01354,Shipping,C. de Cándida Domínguez 72,Ourense,Vermont,  2043  ,Mozambique,False,2025-07-12 18:34:22.038000,74.0741675,-3.160185,Suite 347,,
50473,CUST_01141,Both@,7937 Hall Views,Murcia,Victoria,94455,Belgium,False,2024-07-13 13:41:49.463000,64.621977,159.640516,,  False  ,
50961,CUST_01497,Billing,Gotthardstr. 2/2,North Patrick,Asturias,5962,Uganda,False,2024-06-11 09:07:52.446000,71.2808335,-97.150118,,,2025-08-09 09:19:25.111000
50068,CUST_01248,Both,1531 Anderson Knoll,Weiss,Western Australia,22170,Cook Islands,False,2025-04-09 21:52:41.178000,-5.2828935,96.694456,,,
50457,CUST_01176&,Shipping,Rotraut-Gertz-Allee 6/1,dannyland,Valladolid,  H8N 7E3  ,Niederländische Antillen,False,2024-02-02 22:10:45.260000,41.829463,-26.406957,,True,
50949,CUST_01464,Billing,Vial Patricia Carranza 50 Puerta 8 ,Port Feliciamouth,nebraska,2672,Bangladesh,False,2023-10-30 22:58:16.952000,  -46.282792  ,-172.038185,,,
51154,CUST_01487,Both,"Studio 44
Andrew summit",Jülich,Ohio,64774,Costa Rica,FALSE,2025-08-18 03:08:23.413000,-69.503648,-79.122761,Studio 38E,False,
50048,  CUST_01409  ,Billing,"70, rue Gérard De Sousa",Ciudad,Queensland,73142,Namibia,  False  ,2025-04-25 22:35:08.559000,-1.802968,-100.782456,Apt. 900,,2025-08-04 04:07:48.151000
50543,CUST_01333,Billing,"36, boulevard Fernandes",Karlsruhe,Hawaii,65716,Gambia,False,2024-12-09 19:12:34.176000,,,,  True  ,2024-12-15 02:48:25.693000
50762,CUST_01338,Billing,9 Kevin Glade,St. Daniel,Soria,IM3 1ZX,Österreich,True,2025-02-10 00:11:44.582000,-18.1130875,-70.620557,,True,2025-03-31 14:36:08.035000
50117,CUST_01141,Shipping,Paseo de Ariadna Carbajo 914 Piso 8 ,Valladolid,Murcia,CF34 7LQ,Bolivia,False,2025-06-03 02:23:17.874000,,,,,2025-06-19 13:17:31.209000
50113,CUST_01474,Shipping,Suzanne-Weihmann-Platz 82,Mullenbury,Santa Cruz de Tenerife,S60 7YS,Albania,False,2024-02-13 22:13:59.963000,,,,True,2025-06-11 00:59:45.043000
50548,CUST_01344,Billing,1184 Morgan Inlet,  Tranland  ,Victoria,34482,Cambodia,False,2025-01-19 04:02:03.231000,-85.5119625,10.018211,,True,2025-04-16 17:57:16.153000
50939,CUST_01014,Billing,Suite 316 44 Rose Dell,Martel,Valladolid,55812,Tonga,False,2025-04-09 03:07:03.189000,-11.5316215,154.833334,Suite 776 ,True,
50571,CUST_01444,Shipping,"Flat 2
Thompson streets",Mitchellport,Niedersachsen,16151,Swaziland,False,2025-08-04 03:08:25.809000,43.6720565,-111.755639,,  True  ,
50482,  CUST_01102  ,Shipping,"41, chemin Humbert",Johnchester,Idaho,2941,Qatar,False,2025-02-05 21:04:33.665000,39.852627,82.623492,,False,2025-02-06 17:48:35.339000
50302,CUST_01144,Shipping,Urbanización Leyre Frutos 54 Puerta 7 ,Port Melissa,South Australia,62620,Estonia,False,2024-12-04 05:24:16.536000,9.2238745,167.481951,,,2024-10-10 13:51:20.697000
50477,CUST_01343,Shipping,9 Sheila plain,Álava,Albacete,M9S 3T8,Uruguay,True,2025-02-14 05:29:53.701000,-57.8036925,52.071014,,True,
50119,CUST_01282,Both,Urbanización Esteban Montserrat 86,Teresachester,León,83551,Bosnia y Herzegovina,True,2024-09-20 16:01:08.433430,9.0717885,82.016886,,True,2025-04-09 19:34:25.487000
51108,CUST_01250,Billing,673 Kyle trace,Bernardhaven,Maryland,44970,Palestinian Territory,False,2024-12-27 23:45:05.186999,-51.0098375,146.313742,,,
51076,  CUST_01355  ,Both,997 Gonzales Riverway,St. Mollymouth,Michigan,26483,Equatorial Guinea,False,2024-12-23 04:14:05.816000,67.8568125,46.549871,Apt. 32,False,2025-02-16 20:52:23.287276
50205,CUST_01229,Both,"Studio 4
Turner mountain",  Hohenmölsen  ,Wisconsin,M6 8UG,Ukraine,False,2024-03-10 16:48:15.409000,,,,False,
50846,CUST_01188,Both,Pasaje Rómulo Rosell 77,Daviesborough,Western Australia,2485,Botsuana,True,2025-08-13 19:42:49.165000,18.042709,33.486394,Flat 28,,2024-10-17 12:32:49.213000
51349,CUST_01012,Both,"1, rue Wagner",Lake Jared,Indiana,04333,El Salvador,True,2023-12-09 10:44:59.584000,54.258865,  96.294408  ,Apt. 089 ,True,
50546,CUST_01367,Shipping,matthias-löchel-ring 90,Seelow,Illinois,G0 2RP,Montserrat,False,2024-08-28 11:04:01.045000,,,,,
50920,,Both,,Stephensontown,,SW1A 1AA,,Unknown,2025-04-20 22:51:11,,,Suite 801,,
50423,CUST_01123,Shipping,Knappegasse 4,  Sainte Manondan  ,La Rioja,Y6S2X3,Japan,False,2024-01-17 05:46:19.767000,-46.337057,54.009233,,True,2024-12-22 08:46:39.296000
51029,CUST_01173,Both,48433 James Row,Jeremyhaven,Baleares,15069,Ecuador,False,2024-11-19 15:12:21.383000,20.5203625,-27.900051,,,
50822,CUST_01337,Billing,276 RONALD FREEWAY,Christinahaven,Sachsen,S5S6K5,Guyana,False,2024-02-18 18:07:34.302000,-20.905287,-140.811683,,False,
  50960  ,,,,,,XXXXX,US,Yes,,,,,True,
50161,CUST_01275,,,123,Melilla,,,,,,,,,2024-09-19 22:20:40.782000
51027,CUST_01243,Both,6 Alexander ferry,Danielboeuf,Utah,H2M 5E3,Iraq,False,2024-08-25 22:39:59.734000,,,Flat 2,False,2025-01-02 07:49:50.425000
50716,CUST_01185,Billing,Cuesta de Abril Montesinos 95,Neunburg vorm Wald,Victoria,B5C 8TR,Nepal,False,2025-02-23 22:45:40.323000,-75.7470265,-82.476055,,True,
50401,CUST_01302,Shipping,123 Amanda Highway Apt. 242,Lake Michaelstad,Berlin,26945,Niue,False,2023-09-17 15:00:09.107000,-31.1375825,-29.842679,Apt. 338,True,
50341,CUST_01169,Shipping,080 Horn Lookout,Halltown,Jaén,2609,Bhoutan,False,2024-12-28 12:10:23.210000,,,,True,
50847,CUST_01234,Billing,Flat 01 282 Rachel Trail,Perrin,Tasmania,ST91 5AR,Lithuania,True,2023-11-18 09:31:59.766000,,,,True,
  51463  ,cust_01336,Billing,08523 Michael Village,  Huet  ,  Hamburg  ,  32832  ,Saint Lucia,True,2023-12-26 19:19:57.483000,,,,False,2025-07-26 11:34:40.945000
50357,CUST_01042,Both,372 Hoover Ville,Port Jack,idaho,Y2R 1H5,Kazakhstan,False,2024-01-18 00:05:37.642000,,,,,2024-09-21 20:13:34.893000
51324,CUST_01140,Shipping,213 Manuel Points,Brilon,Burgos,WS67 4DU,Algeria,True,2024-12-31 15:05:20.208000,57.0639265,-130.478107,,True,  2024-10-21 07:40:53.528310  
50674,CUST_01247,Billing,"Flat 05t
Melissa lane",Quedlinburg,South Dakota,2263,  Isle of Man  ,True,2025-05-27 07:57:40.899000,33.486659,10.63055,,True,2025-09-09 01:00:54.807000
50566,CUST_01091,Both,3523 Lopez Lodge,Lake Dianahaven,Valladolid,82305,Gibraltar,false,2024-08-02 04:58:44.545505,-11.3593775,48.878378,Suite 079,False,2025-02-15 04:36:49.005000
50462,CUST_01108,Shipping,  9918 Potts Groves  ,Sharonfort,Mecklenburg-Vorpommern,07756,Singapore,False,2025-04-24 16:57:38.681000,73.2460415,23.682589,Apt. 078,True,
50299,CUST_01411,  Both  ,272 Richard Rue,New Francesca,Victoria,21932,Lesotho,False,2025-02-28 01:12:56.305000,-43.43208,138.375409,Suite 911,False,
51464,CUST_01439,Billing,67132 Wanda Island Apt. 423,BesnardVille,Lugo,2042,Zaïre,False,2024-02-01 14:04:19.625000,87.4666755,  136.776657  ,,TRUE,2025-03-23 18:16:40.888000
50763,CUST_01338,Billing,"Flat 83
Kirsty turnpike",North Tricia,Albacete,2649,China,False,2025-06-04 07:12:11.300000,65.175575,-66.134444,,True,2024-11-01 11:30:43.629000
  50522  ,CUST_01310,Shipping,C. de Lilia Vidal 26,Port Jose,Washington,KA5 3UH,Bhutan,False,2024-12-22 00:23:26.061000,33.0084055,83.913355,,True,
51037,CUST_01152,shipping,Stollstr. 35,North Stuartfurt,Hawaii,E5R 1K2,Czech Republic,False,2024-03-26 20:10:44.684388,-32.1671455,177.49351,,,2025-07-10 14:11:31.115000
51069,CUST_01237,Shipping,502 Kristin Highway Suite 780,Huesca,  North Dakota  ,T4A 9J3,French Guiana,FALSE,2024-10-19 19:18:01.799000,-51.3403885,-49.53206,Suite 797,True,
,,,,,,,,,,,,,,
51186,CUST_01414,Shipping,Hans-Otto-Tlustek-Allee 073,Vizcaya,Huesca,20499,Arabia Saudita,False,2024-01-15 04:52:44.130000,1.9942095,179.375189,,True,2024-12-04 22:16:15.008000
50708,CUST_01480,Both,15 Amanda Gully,Eisenberg,Sachsen,G6K 3PW,Suède,  False  ,2024-06-06 08:06:11.215000,45.4206535,120.612019,,True,2025-01-30 03:37:32.585000
50154,CUST_01484,Both,513 Walker Well,Frenchmouth,Niedersachsen,37574,Cabo Verde,False,2023-10-19 05:34:10.959000,66.6521195,153.211455,,False,2025-02-28 17:39:19.852000
50805,CUST_01174,Home,Vial Dionisio Bernad 88 Apt. 84 ,EAST MICHAEL,Hamburg,3744,Tayikistán,False,2025-06-21 08:43:47.227000,,,,,
50377,CUST_01216,Both,330 Melissa Stream,Traceyburgh,Oklahoma,2956,Malaysia,false,2025-03-16 12:24:45.002000,-70.720102,-28.044126,,True,
50179,cust_01419,Both,"695, rue Aimé Bouvier",Barcelona,Thüringen,2615,India,False,2024-10-17 00:10:36.354000,,,Flat 64,,2025-05-03 01:02:29.544000
