address_id,user_id,address_line1,address_line2,city,state_province,postal_code,country,address_type,is_default,phone_number,latitude,longitude,resident_name,created_at,updated_at
28,17,535 Lake Ln,,Madison,NH,87139,US,Billing,True,+14155566324,43.063906,-89.363723,Elizabeth Miller,2017-06-08T07:07:35Z,2024-06-11T07:07:35Z
29,17,3684 Franklin Blvd,,Madison,NH,87139,US,Shipping,False,+17864561715,42.987382,-89.468015,Elizabeth Miller,2017-09-04T07:07:35Z,2024-05-07T07:07:35Z
30,18,4558 Elm Cir,,Fairview,OR,12719,US,Home,True,+15126833910,40.875449,-73.908389,Andrew Khan,2025-09-26T08:32:34Z,2025-11-09T08:32:34Z
31,19,8999 Pine Ln,,Springfield,NE,34586,US,Shipping,True,+18585034825,39.82135,-89.725815,Susan Lee,2025-09-06T12:52:48Z,2025-12-05T12:52:48Z
32,19,1528 Lake Ave,,Franklin,NE,76698,US,Billing,True,+15035831802,35.924775,-86.825579,Susan Lee,2025-09-10T12:52:48Z,2025-11-02T12:52:48Z
33,20,6731 Oak Rd,,Chester,NU,V6N 9Y6,CA,Shipping,True,+16479825331,39.890646,-75.293418,Ahmed Jackson,2024-12-16T02:17:49Z,2025-11-20T02:17:49Z
34,20,607 Pine Pl,,Chester,NU,V6N 9Y6,CA,Shipping,False,+16479825331,39.769673,-75.286692,Mary Jackson,2024-10-04T02:17:49Z,2025-06-30T02:17:49Z
35,21,7111 Cedar Ave,,Bristol,VA,80912,US,Home,True,+12127179625,41.7106,-72.868615,Lin Martin,2022-02-12T22:25:41Z,2023-12-08T22:25:41Z
36,21,2386 Lake Pl,,Bristol,VA,80912,US,Billing,True,+12127179625,41.607811,-73.014286,Lin Martin,2023-09-12T22:25:41Z,2024-10-07T22:25:41Z
37,21,2345 Lake Ct,,Bristol,VA,80912,US,Office,True,+12127179625,41.705168,-72.869518,Lin Martin,2023-04-17T22:25:41Z,2025-10-25T22:25:41Z
38,22,804 Jefferson Ct,,Madison,OR,48696,US,Home,True,+12018962859,43.153687,-89.346052,Elizabeth Khan,2025-10-29T13:44:16Z,2025-12-06T13:44:16Z
39,22,4107 Madison Blvd,,Madison,OR,48696,US,Shipping,True,+12018962859,43.102368,-89.439413,Elizabeth Khan,2025-11-12T13:44:16Z,2025-11-14T13:44:16Z
40,23,7452 Spring Ln,,San Francisco,CA,39571,US,Shipping,True,+17189094618,37.839383,-122.331342,Barbara Nguyen,2023-12-21T17:56:23Z,2025-11-11T17:56:23Z
41,24,8018 Jefferson Way,,Georgetown,NJ,97881,US,Home,True,+19175515890,38.165748,-84.521244,Sofia Adams,2024-07-17T14:58:44Z,2025-10-14T14:58:44Z
42,24,6019 Broadway Rd,Unit 195,Georgetown,NJ,97881,US,Billing,True,+19175515890,38.299602,-84.494462,Sofia Adams,2024-05-13T14:58:44Z,2024-12-16T14:58:44Z
43,24,5465 Lake Blvd,,Chester,NJ,40539,US,Shipping,True,+12014325949,39.791031,-75.41251,Sofia Adams,2024-09-12T14:58:44Z,2025-10-13T14:58:44Z
44,25,511 Oak Ct,,Winston-Salem,NC,24293,US,Home,True,+18056226505,36.085155,-80.322608,Charles Taylor,2025-03-19T00:08:00Z,2025-11-01T00:08:00Z
45,26,6993 River Ln,Suite 704,Salem,IN,69186,US,Shipping,True,+15035471319,45.027497,-123.121673,Elena Jackson,2023-06-25T22:20:24Z,2023-09-20T22:20:24Z
46,27,9407 Lake Way,,Madison,PE,P2X 4G7,CA,Home,True,+14039107456,43.168009,-89.337515,Melissa Taylor,2022-02-19T21:07:26Z,2025-12-02T21:07:26Z
47,28,7260 Madison Way,,Tacoma,WA,84395,US,Shipping,True,+19722712671,47.241309,-122.489667,Paul Brown,2021-10-22T00:11:55Z,2022-06-12T00:11:55Z
48,29,1276 River Cir,,Winston-Salem,NC,97562,US,Shipping,True,+14048721977,36.080785,-80.216172,Mei Ivanov,2022-07-13T01:00:13Z,2023-03-05T01:00:13Z
49,30,1235 Elm Ct,,Naperville,IL,56019,US,Shipping,True,+13123981966,41.763547,-88.137606,Aisha Zhang,2024-12-03T03:15:27Z,2025-10-20T03:15:27Z
50,31,7382 Cedar Rd,,Springfield,OK,68947,US,Home,True,+18586385128,39.698566,-89.620875,Jacob Khan,2019-03-02T16:04:19Z,2021-12-10T16:04:19Z
51,31,5963 Spring Ln,Unit 696,Springfield,OK,68947,US,Home,False,+19497468008,39.839545,-89.620639,Jacob Khan,2019-04-25T16:04:19Z,2023-01-04T16:04:19Z
52,32,2954 Washington Rd,,Grand Rapids,MI,97833,US,Shipping,True,+13056258809,42.960654,-85.722791,Andrew Allen,2024-11-20T04:21:05Z,2025-02-07T04:21:05Z
53,34,7874 Spring Pl,,Salem,ME,75916,US,Shipping,True,+18585511981,44.98518,-123.031918,Jeffrey Torres,2018-05-19T09:51:50Z,2021-07-29T09:51:50Z
54,35,87 Maple St,Suite 562,Georgetown,TN,29142,US,Shipping,True,+13122321310,38.297845,-84.537524,Laura Schmidt,2024-10-01T14:56:22Z,2024-11-26T14:56:22Z
55,35,3907 Market Cir,,Bristol,TN,77551,US,Shipping,False,+13122321310,41.691148,-73.046013,Laura Schmidt,2024-12-18T14:56:22Z,2025-04-20T14:56:22Z
56,36,1699 Wilson Cir,,Springfield,NM,93318,US,Shipping,True,+17185131487,39.748204,-89.741233,James Rivera,2019-01-08T16:23:04Z,2022-10-25T16:23:04Z
57,36,7613 Adams Ct,,Springfield,NM,93318,US,Home,True,+17185131487,39.69432,-89.594862,James Rivera,2018-07-11T16:23:04Z,2018-12-09T16:23:04Z
58,37,8508 Hill Ave,,Georgetown,DE,67272,US,Shipping,True,+17188235316,38.125585,-84.538809,Betty Garcia,2021-04-27T08:02:48Z,2024-05-18T08:02:48Z
59,38,6002 Spring Way,,Franklin,WV,14081,US,Shipping,True,+13129119154,35.831577,-86.938212,Dorothy Nguyen,2023-12-30T14:22:28Z,2025-01-12T14:22:28Z
60,39,7293 Maple Rd,,Clinton,NH,90199,US,Shipping,True,+16177821531,41.883908,-90.178701,Ana Moore,2019-06-05T03:01:47Z,2022-10-15T03:01:47Z
61,39,2853 Spring Pl,Suite 812,Bristol,NH,58353,US,Office,True,+16177821531,41.577057,-72.938496,Thomas Lopez,2020-06-02T03:01:47Z,2024-12-03T03:01:47Z
62,39,7843 Sunset Way,,Clinton,NH,90199,US,Billing,True,+16177821531,41.75675,-90.094224,Ana Moore,2021-05-26T03:01:47Z,2021-10-24T03:01:47Z
63,40,2763 Lincoln Cir,#738,Aurora,CO,35729,US,Shipping,True,+19174302262,39.8098,-104.864376,Brian Taylor,2020-03-14T04:27:32Z,2020-08-29T04:27:32Z
64,40,9450 Hill Dr,,Aurora,CO,35729,US,Shipping,False,+18184054184,39.757198,-104.832292,Brian Taylor,2020-07-22T04:27:32Z,2023-08-13T04:27:32Z
65,41,6294 Jefferson Way,Suite 834,Salem,NS,G6X 9E5,CA,Shipping,True,+14035913055,44.908387,-123.019563,Stephanie Hill,2021-05-31T15:29:13Z,2022-06-23T15:29:13Z
66,42,1205 Church Pl,,Georgetown,KY,62855,US,Shipping,True,+17132379520,38.219771,-84.494238,Ronald Mitchell,2025-08-22T12:32:29Z,2025-09-07T12:32:29Z
67,43,6036 River Ave,,Madison,SC,87820,US,Home,True,+17026255666,43.08984,-89.341849,Carol Campbell,2022-08-22T01:02:02Z,2022-10-15T01:02:02Z
68,44,8610 Church Rd,,Fairview,WY,71814,US,Home,True,+15127117693,40.804533,-73.995575,Lin Robinson,2023-08-02T23:39:49Z,2024-07-29T23:39:49Z
69,45,7850 Washington Dr,,Georgetown,MT,29198,US,Home,True,+16172352879,38.164027,-84.546896,Kathleen Harris,2025-08-26T09:49:18Z,2025-09-12T09:49:18Z
70,45,832 Madison Pl,Suite 54,Georgetown,MT,28018,US,Shipping,True,+16172352879,38.253272,-84.639191,Christopher Wang,2025-07-23T09:49:18Z,2025-12-10T09:49:18Z
71,45,7794 Forest Dr,,Madison,MT,21725,US,Office,True,+16172352879,43.10228,-89.319613,Kathleen Harris,2025-10-04T09:49:18Z,2025-11-02T09:49:18Z
72,46,5418 Elm Ct,,Chester,TN,78723,US,Home,True,+18189459653,39.89332,-75.452883,Robert Thompson,2024-11-06T12:50:31Z,2025-12-15T12:50:31Z
73,47,2617 Church Pl,,Bellevue,WA,11498,US,Shipping,True,+17137155851,47.68766,-122.147532,Matthew Thompson,2022-09-17T10:05:25Z,2023-05-15T10:05:25Z
74,47,2189 Forest Blvd,,Bellevue,WA,11498,US,Shipping,False,+14158390941,47.584825,-122.161112,Matthew Thompson,2023-05-03T10:05:25Z,2024-08-27T10:05:25Z
75,48,9156 Highland Ln,,New York,NY,76895,US,Shipping,True,+18058783800,40.69199,-73.942709,Ashley Hernandez,2025-07-19T18:07:03Z,2025-09-12T18:07:03Z
76,49,57 Wilson St,,Chester,UT,27431,US,Home,True,+17132995167,39.842201,-75.311881,Brian Rodriguez,2025-08-14T15:02:18Z,2025-11-19T15:02:18Z
77,50,3840 Broadway Dr,,Springfield,RI,68515,US,Shipping,True,+19727637342,39.836913,-89.722073,Brian Martin,2023-09-29T01:51:42Z,2024-05-25T01:51:42Z
78,50,9797 Wilson Rd,Suite 677,Springfield,RI,68515,US,Shipping,False,+17866662813,39.764412,-89.695069,Brian Martin,2024-02-13T01:51:42Z,2025-10-10T01:51:42Z
79,51,3121 Oak Ln,#618,Hamilton,ON,S9X 3R3,CA,Shipping,True,+17803705712,43.16361,-79.956543,Amy Miller,2024-11-16T16:20:44Z,2025-09-12T16:20:44Z
80,51,5456 Park St,Suite 986,Hamilton,ON,S9X 3R3,CA,Billing,True,+17803705712,43.305076,-79.820234,Amy Miller,2024-02-25T16:20:44Z,2025-11-04T16:20:44Z
81,52,3769 Church Cir,,Franklin,IA,12125,US,Shipping,True,+15126641513,35.92496,-86.837978,Donald Adams,2020-12-02T09:16:23Z,2022-05-13T09:16:23Z
82,53,7917 Madison Ct,#565,Franklin,VA,11198,US,Home,True,+14156242395,35.907368,-86.965555,Chen Ivanov,2020-08-14T23:34:31Z,2022-02-27T23:34:31Z
83,53,7055 Elm Ave,,Franklin,VA,11198,US,Billing,True,+14156242395,35.873294,-86.844944,Chen Ivanov,2017-12-25T23:34:31Z,2021-12-15T23:34:31Z
84,54,9287 Forest Ln,Apt 701,Reno,NV,84167,US,Home,True,+17022131349,39.614717,-119.733938,Melissa Chen,2021-07-10T21:52:54Z,2025-03-18T21:52:54Z
85,54,9618 Pine Way,,Sparks,NV,61007,US,Office,True,+13059506052,39.482994,-119.68577,Melissa Chen,2022-02-27T21:52:54Z,2025-03-10T21:52:54Z
86,54,1285 Sunset Rd,Floor 5,Reno,NV,84167,US,Shipping,True,+13059506052,39.583401,-119.722828,Melissa Chen,2020-08-02T21:52:54Z,2024-12-03T21:52:54Z
87,55,1431 Elm Way,,Georgetown,MO,57277,US,Shipping,True,+13052767729,38.220748,-84.577691,Laura Ivanov,2017-03-24T21:37:42Z,2018-03-26T21:37:42Z
88,55,5316 Church St,Floor 6,Georgetown,MO,57277,US,Billing,True,+13052767729,38.221707,-84.460754,Laura Ivanov,2018-06-11T21:37:42Z,2024-11-08T21:37:42Z
89,56,9739 Pine Ln,Suite 491,Georgetown,MT,91289,US,Home,True,+17188745082,38.172637,-84.466385,Lisa Moore,2018-08-30T13:17:26Z,2021-12-05T13:17:26Z
90,56,3972 River Way,Floor 8,Georgetown,MT,91289,US,Office,True,+17188745082,38.14976,-84.459847,Lisa Moore,2017-11-18T13:17:26Z,2025-07-11T13:17:26Z
91,57,1792 Wilson Dr,,Akron,OH,64827,US,Home,True,+17028679270,41.052402,-81.4896,Chen Chen,2024-03-30T13:43:31Z,2025-10-27T13:43:31Z
92,57,173 Cedar Ln,#572,Akron,OH,64827,US,Billing,True,+19172308408,41.096447,-81.529844,Cynthia Clark,2024-09-24T13:43:31Z,2025-05-19T13:43:31Z
93,58,8455 Elm Pl,#437,Springfield,MD,25084,US,Home,True,+12019123438,39.873393,-89.703729,Wei Martin,2021-12-07T02:07:53Z,2025-06-18T02:07:53Z
94,58,479 Jackson Cir,,Springfield,MD,25084,US,Billing,True,+12019123438,39.767611,-89.74921,Wei Martin,2020-11-12T02:07:53Z,2022-01-07T02:07:53Z
95,58,9460 Cedar Pl,Unit 202,Springfield,MD,25084,US,Home,False,+12019123438,39.734171,-89.577573,Wei Martin,2022-08-15T02:07:53Z,2024-05-17T02:07:53Z
96,59,7974 Franklin Pl,,Franklin,DE,58929,US,Shipping,True,+13126285109,35.954152,-86.76892,Mei Anderson,2024-11-26T21:45:51Z,2025-02-19T21:45:51Z
97,59,7390 Jefferson St,,Franklin,DE,58929,US,Shipping,False,+13126285109,35.922022,-86.929874,Mei Anderson,2024-08-30T21:45:51Z,2025-06-13T21:45:51Z
98,60,3581 Market Ave,,Riverside,OR,45112,US,Shipping,True,+12135683185,33.984034,-117.446694,Gary Patel,2021-06-06T00:50:48Z,2023-12-14T00:50:48Z
99,60,1924 Wilson Dr,#706,Riverside,OR,45112,US,Office,True,+19178906196,33.995451,-117.369646,Gary Patel,2021-10-20T00:50:48Z,2025-04-03T00:50:48Z
100,61,1526 Church Pl,,Franklin,MB,K3N 4R7,CA,Shipping,True,+15146843796,35.964041,-86.793437,Anthony Davis,2019-06-09T10:45:18Z,2024-11-28T10:45:18Z
101,62,4490 Maple Rd,Unit 681,Springfield,YT,B2T 1E2,CA,Shipping,True,+16475829551,39.86246,-89.716995,Barbara Zhang,2024-06-23T17:25:13Z,2025-05-01T17:25:13Z
102,62,1495 Adams Ave,Floor 9,Springfield,YT,B2T 1E2,CA,Billing,True,+16475829551,39.785589,-89.661087,Barbara Zhang,2023-12-08T17:25:13Z,2025-11-19T17:25:13Z
103,62,2166 Forest Ave,Apt 749,Springfield,YT,B2T 1E2,CA,Office,True,+15147381930,39.70234,-89.676588,Barbara Zhang,2024-05-05T17:25:13Z,2024-09-22T17:25:13Z
104,63,4669 Wilson St,,Reno,NV,28327,US,Home,True,+15034323373,39.561281,-119.85347,Charles Rodriguez,2022-11-02T11:46:13Z,2025-09-10T11:46:13Z
105,63,3922 Forest Way,Floor 39,Las Vegas,NV,27299,US,Home,False,+15034323373,36.267277,-115.053015,Charles Rodriguez,2022-02-07T11:46:13Z,2025-04-16T11:46:13Z
106,64,1084 Park Way,,Savannah,GA,20957,US,Shipping,True,+16172662880,32.150194,-81.179619,Daniel Tanaka,2016-03-28T00:16:13Z,2021-02-09T00:16:13Z
107,64,2878 Cedar St,,Savannah,GA,20957,US,Shipping,False,+16172662880,32.013667,-81.000597,Daniel Tanaka,2018-09-09T00:16:13Z,2024-06-27T00:16:13Z
108,65,722 Main Dr,Unit 393,Franklin,MS,43438,US,Shipping,True,+13059501667,36.009145,-86.933108,Lisa Mitchell,2023-09-13T00:21:51Z,2025-04-01T00:21:51Z
109,66,8084 Wilson Dr,,Madison,YT,N2Y 8A5,CA,Shipping,True,+14034446076,43.082412,-89.342005,Patricia Robinson,2022-08-29T08:52:04Z,2022-09-11T08:52:04Z
110,67,4779 Hill Rd,,Hamilton,ON,P8C 2X2,CA,Shipping,True,+19052627723,43.234291,-79.80472,Olga Johnson,2024-12-23T23:46:19Z,2025-06-03T23:46:19Z
111,67,2231 Wilson Cir,Apt 169,Hamilton,ON,P8C 2X2,CA,Office,True,+19052627723,43.218507,-79.946953,Olga Johnson,2025-01-08T23:46:19Z,2025-04-24T23:46:19Z
112,68,3642 Pine Dr,,Bristol,MT,82869,US,Shipping,True,+19174095915,41.646248,-72.92324,Jessica Lopez,2025-07-08T19:02:13Z,2025-07-29T19:02:13Z
113,69,8174 Market Pl,,Madison,ID,46681,US,Home,True,+18059410695,42.990644,-89.424597,Elizabeth Williams,2024-08-29T04:05:57Z,2024-12-09T04:05:57Z
114,69,8908 Main Way,,Madison,ID,46681,US,Shipping,True,+18059410695,43.082004,-89.404264,Elizabeth Williams,2024-11-12T04:05:57Z,2025-07-27T04:05:57Z
115,70,6364 Spring Blvd,#326,Dallas,TX,44934,US,Home,True,+19178847496,32.837942,-96.757475,Patricia Green,2025-04-20T01:51:30Z,2025-09-18T01:51:30Z
116,70,9235 Pine Cir,,Dallas,TX,44934,US,Office,True,+19178847496,32.83878,-96.702922,Patricia Green,2025-01-15T01:51:30Z,2025-06-22T01:51:30Z
117,71,6482 Lincoln Ave,Unit 140,Franklin,AK,86888,US,Shipping,True,+13128495857,36.020272,-86.82243,Linda Robinson,2021-03-02T19:12:51Z,2025-08-09T19:12:51Z
118,71,9208 Adams Cir,,Fairview,AK,48602,US,Shipping,False,+19495284990,40.875491,-74.026523,Linda Robinson,2019-06-07T19:12:51Z,2021-06-03T19:12:51Z
119,71,9298 Oak Blvd,,Franklin,AK,86888,US,Office,True,+13128495857,36.018606,-86.924721,Charles Nelson,2021-11-21T19:12:51Z,2022-06-22T19:12:51Z
120,72,3696 Elm Ct,Apt 302,Salem,HI,74629,US,Shipping,True,+14048140335,44.846916,-123.082874,Donald Hall,2024-05-11T22:42:40Z,2024-07-25T22:42:40Z
121,72,1526 River Cir,,Salem,HI,74629,US,Shipping,False,+17184946340,44.983801,-123.048835,Donald Hall,2024-06-11T22:42:40Z,2025-08-29T22:42:40Z
122,73,1893 Park Way,,Bristol,RI,36171,US,Shipping,True,+17133565171,41.750775,-72.996299,Anthony Harris,2025-10-06T08:42:18Z,2025-11-24T08:42:18Z
123,73,4314 Highland Ct,Unit 578,Riverside,RI,80968,US,Billing,True,+13052215886,33.870441,-117.427442,Anthony Harris,2025-09-19T08:42:18Z,2025-12-24T08:42:18Z
124,73,8562 Market Pl,,Bristol,RI,36171,US,Home,True,+12126211932,41.686343,-73.002172,Anthony Harris,2025-09-05T08:42:18Z,2025-09-15T08:42:18Z
125,74,9627 Sunset Way,Suite 152,Quebec City,QC,L6C 2R8,CA,Home,True,+19056630966,46.827219,-71.191465,Ana Jackson,2025-11-26T06:51:12Z,2025-11-29T06:51:12Z
126,75,1463 Washington Ct,Floor 32,Springfield,NS,N5M 5V1,CA,Shipping,True,+14033127307,39.833599,-89.576662,Andrew Hall,2021-07-28T19:30:02Z,2024-06-17T19:30:02Z
127,76,6504 Franklin Ave,,Springfield,KS,69827,US,Shipping,True,+12129701002,39.730088,-89.652343,Jacob Hall,2017-10-28T05:12:56Z,2019-10-25T05:12:56Z
128,77,5714 Highland Ln,Unit 694,Fairview,ID,11109,US,Shipping,True,+17136709843,40.816728,-73.977479,Kimberly Lopez,2024-07-25T06:54:14Z,2024-11-06T06:54:14Z
129,78,4844 Hill Way,,Clinton,ND,17441,US,Home,True,+19725389823,41.889346,-90.172095,Chen Torres,2021-04-22T20:20:55Z,2025-11-18T20:20:55Z
130,78,8760 Franklin Ct,,Clinton,ND,17441,US,Shipping,True,+19725389823,41.843463,-90.119616,Chen Torres,2021-10-14T20:20:55Z,2024-11-30T20:20:55Z
131,79,6705 Lincoln Ct,Suite 798,Springfield,NU,C8J 9E6,CA,Shipping,True,+17784502789,39.697862,-89.683574,Thomas King,2025-09-05T21:57:21Z,2025-10-15T21:57:21Z
132,80,750 Park Ln,,Chester,YT,J1A 4K5,CA,Shipping,True,+17803081549,39.853658,-75.350876,Carol Ivanov,2021-09-15T02:08:39Z,2025-07-22T02:08:39Z
133,81,7280 Church Ave,,Springfield,SC,87846,US,Shipping,True,+12127553006,39.776579,-89.719475,Matthew Perez,2021-06-16T07:46:08Z,2025-04-20T07:46:08Z
134,82,1459 Cedar Cir,,Springfield,HI,81845,US,Shipping,True,+18189636624,39.711529,-89.732083,Richard Wright,2022-03-03T23:39:07Z,2022-08-03T23:39:07Z
135,83,4396 Jackson Ave,Unit 188,Springfield,WI,11267,US,Home,True,+13127564625,39.704466,-89.67005,Steven Robinson,2018-02-13T03:52:11Z,2021-03-02T03:52:11Z
136,83,6910 Franklin Blvd,Apt 966,Springfield,WI,11267,US,Billing,True,+13127564625,39.702443,-89.567855,Steven Robinson,2018-04-08T03:52:11Z,2024-08-24T03:52:11Z
137,83,5876 Jefferson St,,Springfield,WI,11267,US,Billing,False,+13127564625,39.827156,-89.571747,Steven Robinson,2018-04-09T03:52:11Z,2023-09-29T03:52:11Z
138,84,8124 Elm Ave,,Salem,UT,29484,US,Shipping,True,+19179483157,44.907027,-123.068921,Jennifer Rodriguez,2021-08-30T23:36:46Z,2021-12-11T23:36:46Z
139,84,3851 Maple Ct,,Salem,UT,29484,US,Billing,True,+19179483157,44.860504,-123.035409,Lin Williams,2021-10-08T23:36:46Z,2022-06-08T23:36:46Z
140,85,4784 Broadway Pl,Apt 47,Bristol,RI,96136,US,Shipping,True,+17138005517,41.751175,-72.950816,Edward Jones,2025-11-15T19:40:19Z,2025-11-21T19:40:19Z
141,86,8329 Wilson Blvd,,Raleigh,NC,75382,US,Shipping,True,+12016449018,35.71433,-78.575151,Jessica Kim,2016-10-15T13:02:59Z,2021-02-17T13:02:59Z
142,86,6303 Market Cir,,Raleigh,NC,75382,US,Shipping,False,+12016449018,35.734319,-78.545481,Jessica Kim,2017-11-09T13:02:59Z,2022-12-07T13:02:59Z
143,87,8748 Park Way,,Franklin,MB,X9N 2P8,CA,Home,True,+16476888933,35.929646,-86.963846,Elena Schmidt,2023-05-22T23:59:35Z,2023-07-15T23:59:35Z
144,87,2637 Park Ln,Apt 708,Franklin,MB,X9N 2P8,CA,Home,False,+17789254816,35.8659,-86.860666,Elena Schmidt,2023-12-27T23:59:35Z,2025-04-03T23:59:35Z
145,88,9886 Washington Dr,Suite 700,Madison,AL,36619,US,Shipping,True,+19729288441,42.987994,-89.308705,Mark Roberts,2022-08-03T22:42:03Z,2023-04-04T22:42:03Z
146,88,2132 Elm Cir,,Bristol,AL,30146,US,Billing,True,+19729072770,41.713738,-73.018339,Mark Roberts,2021-07-07T22:42:03Z,2024-11-10T22:42:03Z
147,89,3995 Oak Rd,Apt 396,Fairview,WI,79533,US,Shipping,True,+18186708816,40.763918,-73.957405,Joshua Ivanov,2020-12-17T07:11:33Z,2023-11-10T07:11:33Z
148,89,7301 Forest St,Suite 329,Fairview,WI,79533,US,Home,True,+18186708816,40.902242,-74.068721,Joshua Ivanov,2023-01-22T07:11:33Z,2023-02-06T07:11:33Z
149,90,1939 Broadway St,,San Jose,CA,39837,US,Shipping,True,+15125419471,37.36187,-121.835108,Viktor Ramirez,2022-09-02T22:56:47Z,2022-12-04T22:56:47Z
150,91,8801 Broadway Ave,Unit 217,Tacoma,WA,11461,US,Shipping,True,+19179338076,47.235431,-122.415114,Wei Wilson,2021-01-11T14:24:25Z,2021-10-29T14:24:25Z
151,92,2497 Lincoln Cir,Unit 982,Fairview,ME,19149,US,Home,True,+14154665781,40.798261,-74.101234,Steven Harris,2024-11-22T17:29:41Z,2025-03-15T17:29:41Z
